N_node,Soma_surface,N_stem,Number_of_Nodes,Soma_Surface,Number_of_Stems,Number_of_Bifurcations,Number_of_Branches,Number_of_Tips,Overall_Width,Overall_Height,Overall_Depth,Average_Diameter,Total_Length,Total_Surface,Total_Volume,Max_Euclidean_Distance,Max_Path_Distance,Max_Branch_Order,Average_Contraction,Average_Fragmentation,Average_PD_Ratio,Avg_Bif_Angle_Local,Avg_Bif_Angle_Remote,Hausdorff_Dimension,Name,PlateID,WellID
34.0,23235.219266,2.0,34.0,23235.2,2.0,3.0,6.0,4.0,108.0,144.973,0.0,44.2099,287.55,38162.7,566617.0,88.0629,94.2381,3.0,0.969037,4.5,0.953315,73.1425,94.6354,0.921998,segment_0070_app2.swc,Xu_BA071_CP_2,G11
51.0,4071.504079,2.0,51.0,4071.5,2.0,4.0,8.0,5.0,222.349,155.999,0.0,11.6718,459.005,15952.8,62976.9,156.311,159.669,3.0,0.976886,5.25,0.891853,86.5308,123.119,0.982334,segment_0038_app2.swc,Xu_BA071_CP_2,G11
34.0,9852.034562,2.0,34.0,9852.03,2.0,3.0,6.0,4.0,146.707,137.0,0.0,22.7624,306.169,21275.6,171806.0,131.245,134.656,2.0,0.981468,4.5,0.889743,76.9329,75.6037,0.960999,segment_0048_app2.swc,Xu_BA071_CP_2,G11
24.0,10568.317687,2.0,24.0,10568.3,2.0,2.0,4.0,3.0,138.597,75.9995,0.0,26.4402,204.581,15992.0,132388.0,84.0238,87.0259,2.0,0.982141,4.75,0.924399,60.2174,108.171,0.941106,segment_0164_app2.swc,Xu_BA071_CP_2,G11
6.0,9160.884178,1.0,6.0,9160.88,1.0,0.0,1.0,1.0,13.7822,43.4108,0.0,30.3802,49.5495,5670.86,58403.3,44.7344,49.5495,1.0,0.902821,4.0,0.962963,,,,segment_0174_app2.swc,Xu_BA071_CP_2,G11
59.0,18145.839167,3.0,59.0,18145.8,3.0,6.0,13.0,8.0,160.0,166.659,0.0,30.6999,517.069,46297.3,507521.0,110.114,114.41,4.0,0.97419,3.46154,0.90218,43.3266,52.4072,1.06535,segment_0028_app2.swc,Xu_BA071_CP_2,G11
11.0,17203.361371,1.0,11.0,17203.4,1.0,0.0,1.0,1.0,82.5936,50.9209,0.0,42.6982,99.5183,14670.0,199319.0,97.0291,99.5183,1.0,0.974987,9.0,0.920597,,,0.884523,segment_0231_app2.swc,Xu_BA071_CP_2,G11
29.0,18145.839167,2.0,29.0,18145.8,2.0,2.0,4.0,3.0,74.9289,179.929,0.0,24.5424,267.347,20611.4,202731.0,140.525,160.247,2.0,0.990189,6.0,0.831961,113.246,99.9651,0.953445,segment_0269_app2.swc,Xu_BA071_CP_2,G11
55.0,9160.884178,4.0,55.0,9160.88,4.0,4.0,10.0,7.0,124.0,208.257,0.0,24.9039,482.429,35458.9,300579.0,125.633,143.924,3.0,0.970063,4.4,0.919256,69.2526,121.211,1.0453,segment_0020_app2.swc,Xu_BA071_CP_2,G11
41.0,7853.981634,3.0,41.0,7853.98,3.0,4.0,9.0,6.0,142.0,166.039,0.0,18.4473,362.137,19999.2,123662.0,98.4886,104.731,3.0,0.991918,3.44444,0.834315,87.1108,107.581,0.983416,segment_0027_app2.swc,Xu_BA071_CP_2,G11
59.0,2123.716634,2.0,59.0,2123.72,2.0,1.0,2.0,2.0,479.375,291.586,0.0,9.28934,569.674,16521.8,44020.7,427.368,433.608,1.0,0.988982,28.0,0.934335,166.459,170.867,0.978269,segment_0123_app2.swc,Xu_BA071_CP_2,G11
29.0,3631.681108,2.0,29.0,3631.68,2.0,1.0,2.0,2.0,93.5014,219.811,0.0,16.2672,267.171,13694.0,67945.4,135.56,140.718,1.0,0.950659,13.0,0.884056,163.497,132.874,0.979679,segment_0057_app2.swc,Xu_BA071_CP_2,G11
1.0,35298.935056,0.0,1.0,35298.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0192_app2.swc,Xu_BA071_CP_2,G11
88.0,4071.504079,3.0,88.0,4071.5,3.0,6.0,13.0,8.0,230.291,218.825,0.0,10.4438,804.627,25034.4,85130.0,174.884,264.875,6.0,0.969253,5.69231,1.32026,86.4596,113.145,1.0,segment_0221_app2.swc,Xu_BA071_CP_2,G11
31.0,2827.433388,2.0,31.0,2827.43,2.0,2.0,4.0,3.0,66.0948,242.482,0.0,13.9153,282.856,12287.3,56509.2,177.179,178.305,2.0,0.995436,6.5,0.925719,123.445,106.087,0.979679,segment_0211_app2.swc,Xu_BA071_CP_2,G11
1.0,26590.44022,0.0,1.0,26590.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0030_app2.swc,Xu_BA071_CP_2,G11
10.0,6244.927442,1.0,10.0,6244.93,1.0,0.0,1.0,1.0,21.9469,85.8219,0.0,16.2783,89.403,5083.61,25961.0,88.5837,89.403,1.0,0.990836,8.0,0.762588,,,0.938599,segment_0078_app2.swc,Xu_BA071_CP_2,G11
34.0,10568.317687,3.0,34.0,10568.3,3.0,2.0,5.0,4.0,76.0,176.709,0.0,24.8807,295.038,20623.9,155999.0,99.4786,108.034,2.0,0.953647,5.6,0.935465,77.2464,98.7937,1.039,segment_0058_app2.swc,Xu_BA071_CP_2,G11
41.0,20106.192983,3.0,41.0,20106.2,3.0,2.0,5.0,4.0,180.905,162.0,0.0,33.3071,378.981,38706.9,440723.0,145.866,161.001,2.0,0.978419,7.0,0.926568,110.399,137.649,1.02315,segment_0113_app2.swc,Xu_BA071_CP_2,G11
29.0,5026.548246,2.0,29.0,5026.55,2.0,2.0,4.0,3.0,174.131,95.0,0.0,13.0763,265.443,10661.8,56988.5,126.447,130.576,2.0,0.987746,6.0,0.795911,101.933,100.439,1.03519,segment_0047_app2.swc,Xu_BA071_CP_2,G11
38.0,3216.990877,2.0,38.0,3216.99,2.0,1.0,2.0,2.0,235.767,169.405,0.0,7.5941,365.253,8836.08,23642.9,182.57,188.638,1.0,0.97089,17.5,0.721738,93.9911,99.0261,0.981737,segment_0077_app2.swc,Xu_BA071_CP_2,G11
28.0,3216.990877,3.0,28.0,3216.99,3.0,2.0,5.0,4.0,105.194,110.0,0.0,15.9639,243.073,11567.3,58263.5,85.7963,88.9005,2.0,0.990143,4.4,0.98115,114.95,119.129,1.04439,segment_0256_app2.swc,Xu_BA071_CP_2,G11
58.0,3631.681108,3.0,58.0,3631.68,3.0,4.0,9.0,6.0,107.531,343.172,0.0,10.521,529.846,16141.0,58934.6,267.22,290.622,3.0,0.981828,5.33333,0.842401,63.5456,99.9863,0.982708,segment_0245_app2.swc,Xu_BA071_CP_2,G11
73.0,12867.963509,2.0,73.0,12868.0,2.0,1.0,2.0,2.0,181.947,566.839,0.0,12.5402,710.207,27228.2,187313.0,582.771,651.787,1.0,0.908002,35.0,0.951586,151.165,73.3602,0.91303,segment_0246_app2.swc,Xu_BA071_CP_2,G11
115.0,6082.123377,4.0,115.0,6082.12,4.0,8.0,18.0,11.0,286.618,377.812,0.0,12.2612,1060.52,37206.0,172789.0,253.108,273.092,5.0,0.964609,5.33333,0.831033,73.6345,71.8506,1.09992,segment_0249_app2.swc,Xu_BA071_CP_2,G11
64.0,2827.433388,3.0,64.0,2827.43,3.0,2.0,5.0,4.0,88.6762,451.49,0.0,10.6658,594.891,18798.8,63822.9,266.199,291.965,2.0,0.971912,11.6,0.891095,126.447,93.0525,1.00911,segment_0081_app2.swc,Xu_BA071_CP_2,G11
100.0,8494.866535,3.0,100.0,8494.87,3.0,5.0,11.0,7.0,233.5,428.097,0.0,15.4794,926.482,41965.3,209981.0,219.832,230.551,3.0,0.963556,8.0,0.864808,74.5212,86.8237,1.02782,segment_0074_app2.swc,Xu_BA071_CP_2,G11
79.0,5541.769441,4.0,79.0,5541.77,4.0,2.0,6.0,5.0,416.777,184.031,0.0,10.1554,754.5,23440.1,95989.9,294.013,324.453,2.0,0.949194,12.0,0.838691,101.264,42.2447,0.999999,segment_0103_app2.swc,Xu_BA071_CP_2,G11
34.0,6647.610055,3.0,34.0,6647.61,3.0,2.0,5.0,4.0,172.293,108.0,0.0,16.9785,297.963,14424.2,85728.3,127.953,131.454,2.0,0.98647,5.6,0.937731,80.0179,88.0916,0.943763,segment_0144_app2.swc,Xu_BA071_CP_2,G11
51.0,4071.504079,2.0,51.0,4071.5,2.0,1.0,2.0,2.0,102.732,435.37,0.0,13.8434,482.946,20474.5,85965.8,255.558,260.38,1.0,0.961601,24.0,0.959942,144.272,139.172,0.959982,segment_0148_app2.swc,Xu_BA071_CP_2,G11
49.0,7853.981634,2.0,49.0,7853.98,2.0,5.0,10.0,6.0,210.035,156.0,0.0,24.3189,432.489,31388.2,253434.0,114.906,132.378,3.0,0.969905,3.8,0.955284,64.4108,100.246,1.01324,segment_0067_app2.swc,Xu_BA071_CP_2,G11
45.0,5541.769441,4.0,45.0,5541.77,4.0,3.0,8.0,6.0,212.225,91.0,0.0,14.1785,394.379,15489.3,75594.8,130.259,133.823,3.0,0.972303,4.5,0.832188,98.3384,100.262,0.99275,segment_0201_app2.swc,Xu_BA071_CP_2,G11
117.0,7853.981634,5.0,117.0,7853.98,5.0,8.0,19.0,12.0,304.693,200.922,0.0,15.0309,1057.31,43645.7,256204.0,173.059,204.523,5.0,0.969359,5.10526,0.824337,68.1063,66.4675,1.06894,segment_0091_app2.swc,Xu_BA071_CP_2,G11
21.0,5541.769441,3.0,21.0,5541.77,3.0,2.0,5.0,4.0,56.1167,72.335,0.0,21.3708,168.366,10344.3,66052.6,66.6379,67.8385,2.0,0.934627,3.0,0.934976,97.7057,49.3983,1.06711,segment_0033_app2.swc,Xu_BA071_CP_2,G11
31.0,8494.866535,3.0,31.0,8494.87,3.0,3.0,7.0,5.0,136.0,90.0,0.0,23.4284,275.884,19522.2,163179.0,69.1809,72.7834,3.0,0.981512,3.28571,0.881084,92.9009,121.734,1.0,segment_0259_app2.swc,Xu_BA071_CP_2,G11
51.0,3631.681108,3.0,51.0,3631.68,3.0,2.0,5.0,4.0,270.199,250.32,0.0,11.1998,474.353,15823.1,59346.5,241.882,246.038,2.0,0.967963,9.0,0.892639,72.6886,75.8911,0.99303,segment_0157_app2.swc,Xu_BA071_CP_2,G11
41.0,11309.733553,3.0,41.0,11309.7,3.0,2.0,5.0,4.0,193.0,140.995,0.0,16.0944,364.602,15887.3,107350.0,138.091,154.424,2.0,0.965267,7.0,0.960813,67.7881,108.535,0.977098,segment_0064_app2.swc,Xu_BA071_CP_2,G11
17.0,5541.769441,2.0,17.0,5541.77,2.0,1.0,2.0,2.0,110.737,47.6618,0.0,14.6193,150.755,6783.53,35276.9,100.473,117.422,1.0,0.92646,7.0,0.92016,109.174,100.494,0.912985,segment_0092_app2.swc,Xu_BA071_CP_2,G11
25.0,6647.610055,2.0,25.0,6647.61,2.0,2.0,4.0,3.0,62.71,150.483,0.0,28.5093,214.952,19038.4,164581.0,109.578,111.997,2.0,0.983508,5.0,0.915407,118.575,107.887,0.950232,segment_0202_app2.swc,Xu_BA071_CP_2,G11
48.0,2463.00864,2.0,48.0,2463.01,2.0,1.0,2.0,2.0,285.681,334.861,0.0,10.492,462.208,15282.7,48359.0,256.442,256.943,1.0,0.961855,22.5,0.912689,166.531,157.609,0.963744,segment_0100_app2.swc,Xu_BA071_CP_2,G11
48.0,6082.123377,3.0,48.0,6082.12,3.0,3.0,7.0,5.0,184.27,157.0,0.0,15.1987,434.071,19467.7,110930.0,136.284,159.864,3.0,0.961233,5.71429,0.865795,88.7605,118.434,1.07528,segment_0255_app2.swc,Xu_BA071_CP_2,G11
1.0,19113.449704,0.0,1.0,19113.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0167_app2.swc,Xu_BA071_CP_2,G11
54.0,14526.72443,2.0,54.0,14526.7,2.0,2.0,4.0,3.0,135.947,327.082,0.0,25.9738,508.955,40137.1,388435.0,249.163,258.517,2.0,0.956712,12.25,0.970967,95.4482,120.136,0.966258,segment_0068_app2.swc,Xu_BA071_CP_2,G11
46.0,17203.361371,3.0,46.0,17203.4,3.0,3.0,7.0,5.0,152.0,178.457,0.0,31.07,417.47,39818.6,437108.0,103.808,137.563,3.0,0.953868,5.42857,0.938862,78.4194,87.8492,1.02829,segment_0154_app2.swc,Xu_BA071_CP_2,G11
43.0,7853.981634,3.0,43.0,7853.98,3.0,3.0,7.0,5.0,136.0,162.0,0.0,22.7307,371.088,24857.4,180022.0,90.3549,106.512,3.0,0.974401,5.0,0.964178,71.7251,98.0699,0.956056,segment_0212_app2.swc,Xu_BA071_CP_2,G11
22.0,13684.777599,3.0,22.0,13684.8,3.0,1.0,3.0,3.0,95.94,97.0,0.0,28.6442,190.756,16150.8,159164.0,70.214,73.2409,1.0,0.935143,6.0,0.958582,170.519,107.521,0.970853,segment_0147_app2.swc,Xu_BA071_CP_2,G11
61.0,5541.769441,1.0,61.0,5541.77,1.0,6.0,13.0,7.0,182.0,113.875,0.0,19.977,521.771,30150.1,194721.0,208.948,216.664,7.0,0.942054,3.61538,0.957312,47.236,82.4141,1.09375,segment_0023_app2.swc,Xu_BA071_CP_2,G11
16.0,6082.123377,2.0,16.0,6082.12,2.0,1.0,2.0,2.0,82.8442,78.7384,0.0,21.823,137.916,9420.49,65804.8,70.831,71.0847,1.0,0.93988,6.5,0.931818,168.727,108.122,1.0,segment_0158_app2.swc,Xu_BA071_CP_2,G11
61.0,3216.990877,2.0,61.0,3216.99,2.0,2.0,4.0,3.0,294.855,447.116,0.0,9.88367,585.538,18098.1,59509.4,313.956,315.883,2.0,0.986473,14.0,0.797548,103.85,107.161,0.981651,segment_0082_app2.swc,Xu_BA071_CP_2,G11
1.0,7853.981634,0.0,1.0,7853.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0054_app2.swc,Xu_BA071_CP_2,G11
27.0,14526.72443,1.0,27.0,14526.7,1.0,2.0,5.0,3.0,146.1,57.0,0.0,17.7449,238.378,14086.7,118300.0,146.104,153.656,3.0,0.974836,4.2,0.872364,56.1184,53.0496,1.06169,segment_0110_app2.swc,Xu_BA071_CP_2,G11
1.0,23235.219266,0.0,1.0,23235.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0178_app2.swc,Xu_BA071_CP_2,G11
21.0,8494.866535,2.0,21.0,8494.87,2.0,2.0,4.0,3.0,91.998,85.781,0.0,24.0216,175.302,12699.1,94118.9,83.8869,86.5825,2.0,0.975964,4.0,1.02455,106.581,133.949,1.02975,segment_0003_app2.swc,Xu_BA071_CP_2,G11
8.0,19862.644739,1.0,8.0,19862.6,1.0,0.0,1.0,1.0,62.3472,24.624,0.0,32.6214,69.4345,8151.45,99265.2,66.0888,69.4345,1.0,0.951815,6.0,0.880348,,,1.0,segment_0252_app2.swc,Xu_BA071_CP_2,G11
102.0,12076.28216,4.0,102.0,12076.3,4.0,3.0,8.0,6.0,308.102,345.704,0.0,17.1595,960.494,47303.3,279999.0,214.751,224.125,3.0,0.956259,11.625,0.871114,86.2106,114.962,1.01136,segment_0130_app2.swc,Xu_BA071_CP_2,G11
69.0,10568.317687,4.0,69.0,10568.3,4.0,5.0,12.0,8.0,258.496,161.594,0.0,22.8727,632.892,43817.9,382524.0,164.728,167.996,5.0,0.979143,4.66667,0.946743,78.2846,84.4313,1.03424,segment_0168_app2.swc,Xu_BA071_CP_2,G11
57.0,4536.459792,3.0,57.0,4536.46,3.0,4.0,9.0,6.0,189.206,199.0,0.0,10.2468,512.311,15049.3,61346.1,143.228,148.18,3.0,0.98689,5.22222,0.73238,73.9876,83.249,1.0,segment_0120_app2.swc,Xu_BA071_CP_2,G11
40.0,13684.777599,3.0,40.0,13684.8,3.0,3.0,7.0,5.0,125.0,167.797,0.0,24.7082,358.476,26636.0,243940.0,101.961,109.869,2.0,0.975633,4.57143,0.906759,78.6734,63.9105,0.992447,segment_0205_app2.swc,Xu_BA071_CP_2,G11
9.0,30369.095505,1.0,9.0,30369.1,1.0,0.0,1.0,1.0,12.3754,75.5309,0.0,44.6969,79.3691,12538.0,216596.0,76.538,79.3691,1.0,0.96433,7.0,0.956064,,,1.0,segment_0177_app2.swc,Xu_BA071_CP_2,G11
74.0,16286.016316,3.0,74.0,16286.0,3.0,6.0,13.0,8.0,133.987,163.0,0.0,19.2004,637.968,35256.9,278548.0,147.713,169.241,3.0,0.965535,4.61538,0.925134,63.6059,76.4489,1.05774,segment_0117_app2.swc,Xu_BA071_CP_2,G11
91.0,17203.361371,3.0,91.0,17203.4,3.0,7.0,15.0,9.0,394.246,175.907,0.0,21.986,825.892,52407.3,520336.0,293.507,317.042,5.0,0.982215,5.0,0.888698,61.0426,83.4739,0.985337,segment_0044_app2.swc,Xu_BA071_CP_2,G11
26.0,4536.459792,2.0,26.0,4536.46,2.0,1.0,2.0,2.0,178.747,139.744,0.0,13.7749,238.047,9974.79,45335.2,145.019,146.67,1.0,0.978526,11.5,0.914092,172.483,151.811,0.937235,segment_0063_app2.swc,Xu_BA071_CP_2,G11
63.0,5026.548246,2.0,63.0,5026.55,2.0,2.0,4.0,3.0,326.199,405.624,0.0,11.4593,595.769,20198.5,80224.1,275.498,277.891,2.0,0.98934,14.5,0.923703,107.017,116.73,0.998989,segment_0150_app2.swc,Xu_BA071_CP_2,G11
28.0,2463.00864,2.0,28.0,2463.01,2.0,1.0,2.0,2.0,214.67,64.6996,0.0,9.58583,258.466,7583.96,20573.0,148.505,158.312,1.0,0.949561,12.5,0.797417,130.275,121.472,0.898233,segment_0181_app2.swc,Xu_BA071_CP_2,G11
44.0,5541.769441,2.0,44.0,5541.77,2.0,6.0,12.0,7.0,133.0,150.877,0.0,16.4754,370.571,17294.7,89703.1,91.4494,97.3938,3.0,0.989894,2.58333,0.856896,70.3275,91.3597,1.04731,segment_0108_app2.swc,Xu_BA071_CP_2,G11
54.0,7853.981634,3.0,54.0,7853.98,3.0,2.0,5.0,4.0,198.906,291.7,0.0,15.0001,516.198,23972.8,138259.0,221.801,223.871,2.0,0.98856,9.6,0.888374,72.8751,81.515,1.04654,segment_0085_app2.swc,Xu_BA071_CP_2,G11
17.0,9160.884178,2.0,17.0,9160.88,2.0,1.0,2.0,2.0,28.0,140.122,0.0,31.8028,149.671,15370.8,145227.0,77.2337,77.7458,1.0,0.953879,7.0,0.948094,134.856,175.317,0.963474,segment_0140_app2.swc,Xu_BA071_CP_2,G11
1.0,20106.192983,0.0,1.0,20106.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0024_app2.swc,Xu_BA071_CP_2,G11
1.0,3631.681108,0.0,1.0,3631.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0272_app2.swc,Xu_BA071_CP_2,G11
83.0,12867.963509,3.0,83.0,12868.0,3.0,6.0,13.0,8.0,211.0,218.264,0.0,20.0692,752.056,45107.0,360820.0,188.502,218.735,5.0,0.961113,5.30769,0.950288,71.3105,70.9333,1.04373,segment_0191_app2.swc,Xu_BA071_CP_2,G11
66.0,9160.884178,2.0,66.0,9160.88,2.0,5.0,10.0,6.0,207.0,162.354,0.0,18.1825,601.982,31883.6,212852.0,170.893,205.826,3.0,0.955137,5.5,0.856322,77.5568,72.9472,0.976501,segment_0034_app2.swc,Xu_BA071_CP_2,G11
36.0,2827.433388,2.0,36.0,2827.43,2.0,1.0,2.0,2.0,303.125,129.02,0.0,9.47863,337.723,9728.49,36910.6,194.318,199.484,1.0,0.979963,16.5,0.90326,146.399,170.254,0.970949,segment_0265_app2.swc,Xu_BA071_CP_2,G11
6.0,6153.770437,1.0,6.0,6153.77,1.0,0.0,1.0,1.0,43.5932,21.2101,0.0,19.6667,49.4351,3664.69,27271.0,48.4792,49.4351,1.0,0.980665,4.0,0.858594,,,,segment_0232_app2.swc,Xu_BA071_CP_2,G11
14.0,10568.317687,1.0,14.0,10568.3,1.0,0.0,1.0,1.0,114.807,54.3559,0.0,34.5803,129.294,15122.2,158596.0,127.024,129.294,1.0,0.982447,12.0,1.0,,,0.868483,segment_0095_app2.swc,Xu_BA071_CP_2,G11
73.0,9852.034562,3.0,73.0,9852.03,3.0,4.0,9.0,6.0,195.351,230.779,0.0,17.8987,666.912,35732.1,240270.0,226.209,298.329,3.0,0.931549,7.0,0.92251,68.1167,96.1575,1.01106,segment_0170_app2.swc,Xu_BA071_CP_2,G11
94.0,11309.733553,4.0,94.0,11309.7,4.0,8.0,18.0,11.0,210.234,241.578,0.0,17.8214,815.019,41924.1,301118.0,186.061,196.772,4.0,0.983507,4.16667,0.899494,67.0361,85.3751,1.05244,segment_0215_app2.swc,Xu_BA071_CP_2,G11
53.0,5026.548246,3.0,53.0,5026.55,3.0,2.0,5.0,4.0,342.064,195.249,0.0,11.1537,490.766,16612.1,67167.2,330.596,382.426,2.0,0.982668,9.4,0.8668,86.0627,110.675,0.990689,segment_0118_app2.swc,Xu_BA071_CP_2,G11
98.0,23235.219266,4.0,98.0,23235.2,4.0,6.0,14.0,9.0,285.0,163.75,0.0,24.7602,891.265,61461.7,657781.0,186.455,194.382,4.0,0.971461,5.92857,0.875849,66.1702,59.6237,1.05766,segment_0073_app2.swc,Xu_BA071_CP_2,G11
66.0,4536.459792,3.0,66.0,4536.46,3.0,5.0,11.0,7.0,228.146,186.456,0.0,11.3174,571.861,17739.3,72947.7,163.789,181.102,4.0,0.994127,4.90909,0.916644,73.0199,95.9424,0.985228,segment_0107_app2.swc,Xu_BA071_CP_2,G11
59.0,4536.459792,3.0,59.0,4536.46,3.0,2.0,5.0,4.0,268.734,187.066,0.0,11.5356,550.622,18517.0,76251.4,184.906,195.625,2.0,0.965758,10.6,0.857011,79.2814,81.7849,1.0,segment_0222_app2.swc,Xu_BA071_CP_2,G11
6.0,13093.245795,1.0,6.0,13093.2,1.0,0.0,1.0,1.0,12.283,47.3041,0.0,23.7101,49.6344,4433.93,46097.5,48.6332,49.6344,1.0,0.979829,4.0,0.877415,,,,segment_0160_app2.swc,Xu_BA071_CP_2,G11
71.0,13684.777599,2.0,71.0,13684.8,2.0,6.0,12.0,7.0,215.234,209.528,0.0,16.058,639.992,30894.0,220347.0,230.981,265.818,6.0,0.949546,4.83333,0.867924,69.3833,92.8754,1.07656,segment_0225_app2.swc,Xu_BA071_CP_2,G11
54.0,7238.229474,4.0,54.0,7238.23,4.0,4.0,10.0,7.0,175.0,105.0,0.0,15.8334,467.426,20867.1,120408.0,110.476,113.435,2.0,0.979642,4.3,0.895296,68.7336,64.487,1.07253,segment_0196_app2.swc,Xu_BA071_CP_2,G11
45.0,5026.548246,2.0,45.0,5026.55,2.0,5.0,10.0,6.0,211.184,113.956,0.0,18.2814,387.71,21378.0,123868.0,134.72,158.115,4.0,0.948108,3.4,0.914566,87.9699,111.666,0.971708,segment_0262_app2.swc,Xu_BA071_CP_2,G11
93.0,9160.884178,3.0,93.0,9160.88,3.0,7.0,15.0,9.0,257.168,283.008,0.0,16.485,839.355,40958.3,275139.0,163.372,226.681,4.0,0.982718,5.13333,0.852334,61.277,72.2577,1.00704,segment_0186_app2.swc,Xu_BA071_CP_2,G11
58.0,19113.449704,3.0,58.0,19113.4,3.0,3.0,7.0,5.0,253.024,169.362,0.0,25.6296,528.316,39390.9,413955.0,175.758,199.635,3.0,0.981573,7.14286,0.94656,72.3405,103.155,1.00544,segment_0242_app2.swc,Xu_BA071_CP_2,G11
40.0,6082.123377,3.0,40.0,6082.12,3.0,2.0,5.0,4.0,149.0,146.311,0.0,16.0021,352.873,16047.0,77205.7,143.8,170.19,2.0,0.958197,6.8,0.878791,55.6015,39.9154,0.957804,segment_0013_app2.swc,Xu_BA071_CP_2,G11
1.0,7238.229474,0.0,1.0,7238.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0235_app2.swc,Xu_BA071_CP_2,G11
50.0,6082.123377,3.0,50.0,6082.12,3.0,4.0,9.0,6.0,110.0,185.476,0.0,15.7184,448.663,20869.1,112145.0,141.557,167.05,3.0,0.953911,4.44444,0.80382,70.8545,58.2411,1.01976,segment_0199_app2.swc,Xu_BA071_CP_2,G11
26.0,11309.733553,2.0,26.0,11309.7,2.0,3.0,6.0,4.0,110.0,93.0,0.0,31.4676,222.706,21170.8,214394.0,73.8173,79.831,3.0,0.966636,3.16667,0.868629,88.9836,115.313,1.0,segment_0127_app2.swc,Xu_BA071_CP_2,G11
87.0,9160.884178,3.0,87.0,9160.88,3.0,6.0,13.0,8.0,242.513,296.477,0.0,14.8111,773.299,29896.5,176193.0,281.197,359.962,4.0,0.986742,5.61538,0.908256,56.5203,64.3722,1.06721,segment_0189_app2.swc,Xu_BA071_CP_2,G11
42.0,20106.192983,2.0,42.0,20106.2,2.0,5.0,10.0,6.0,143.0,103.0,0.0,32.7473,345.39,33722.9,371909.0,103.586,117.353,3.0,0.977317,3.1,0.901268,68.7172,76.2426,1.01621,segment_0053_app2.swc,Xu_BA071_CP_2,G11
15.0,13684.777599,2.0,15.0,13684.8,2.0,1.0,2.0,2.0,17.0541,126.069,0.0,28.2913,130.71,11616.7,118362.0,80.8871,81.7401,1.0,0.987634,6.0,0.928053,157.956,154.656,1.0,segment_0169_app2.swc,Xu_BA071_CP_2,G11
28.0,1809.557368,2.0,28.0,1809.56,2.0,2.0,4.0,3.0,175.493,128.0,0.0,11.9771,240.009,8888.61,30777.5,149.952,158.66,2.0,0.97624,5.75,0.99756,97.9916,124.98,0.933367,segment_0128_app2.swc,Xu_BA071_CP_2,G11
33.0,5541.769441,3.0,33.0,5541.77,3.0,2.0,5.0,4.0,122.837,102.0,0.0,17.6673,285.366,14395.2,81912.5,68.4251,94.4712,2.0,0.904215,5.4,0.909635,102.184,112.961,0.962525,segment_0137_app2.swc,Xu_BA071_CP_2,G11
37.0,2827.433388,2.0,37.0,2827.43,2.0,1.0,2.0,2.0,187.481,282.58,0.0,12.7702,349.285,14045.5,57607.4,219.605,225.24,1.0,0.969253,17.0,0.89634,158.825,179.205,0.955732,segment_0043_app2.swc,Xu_BA071_CP_2,G11
32.0,12867.963509,2.0,32.0,12868.0,2.0,3.0,6.0,4.0,122.732,140.66,0.0,20.8294,290.26,18600.1,145553.0,109.452,114.222,2.0,0.985693,4.16667,0.831999,78.1894,104.427,0.925999,segment_0190_app2.swc,Xu_BA071_CP_2,G11
1.0,222286.529797,0.0,1.0,222287.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0055_app2.swc,Xu_BA071_CP_2,G11
49.0,15393.804003,1.0,49.0,15393.8,1.0,3.0,7.0,4.0,145.467,183.0,0.0,20.2699,437.918,25465.9,223116.0,184.394,191.782,4.0,0.986449,5.85714,0.933856,57.9462,80.9815,1.0453,segment_0131_app2.swc,Xu_BA071_CP_2,G11
60.0,6082.123377,3.0,60.0,6082.12,3.0,5.0,11.0,7.0,203.539,249.683,0.0,18.0148,521.446,27509.7,157138.0,195.385,217.583,3.0,0.987567,4.36364,0.876569,79.644,83.9628,0.97298,segment_0138_app2.swc,Xu_BA071_CP_2,G11
